line 0: me: X, them: C me: Rock, them: Scissors value: 7
line 1918: me: Z, them: A me: Scissors, them: Rock value: 3
line 1919: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1920: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1921: me: X, them: B me: Rock, them: Paper value: 1
line 1922: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1923: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1924: me: Y, them: A me: Paper, them: Rock value: 8
line 1925: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1926: me: Y, them: B me: Paper, them: Paper value: 5
line 1927: me: Z, them: A me: Scissors, them: Rock value: 3
line 1928: me: X, them: A me: Rock, them: Rock value: 4
line 1929: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1930: me: X, them: C me: Rock, them: Scissors value: 7
line 1931: me: Y, them: B me: Paper, them: Paper value: 5
line 1932: me: Z, them: A me: Scissors, them: Rock value: 3
line 1933: me: X, them: C me: Rock, them: Scissors value: 7
line 1934: me: X, them: B me: Rock, them: Paper value: 1
line 1935: me: Z, them: A me: Scissors, them: Rock value: 3
line 1936: me: Z, them: A me: Scissors, them: Rock value: 3
line 1937: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1938: me: Z, them: A me: Scissors, them: Rock value: 3
line 1939: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1940: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1941: me: X, them: A me: Rock, them: Rock value: 4
line 1942: me: X, them: C me: Rock, them: Scissors value: 7
line 1943: me: Z, them: A me: Scissors, them: Rock value: 3
line 1944: me: X, them: C me: Rock, them: Scissors value: 7
line 1945: me: Y, them: A me: Paper, them: Rock value: 8
line 1946: me: Y, them: B me: Paper, them: Paper value: 5
line 1947: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1948: me: Y, them: B me: Paper, them: Paper value: 5
line 1949: me: X, them: B me: Rock, them: Paper value: 1
line 1950: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1951: me: X, them: A me: Rock, them: Rock value: 4
line 1952: me: Z, them: B me: Scissors, them: Paper value: 9
line 1953: me: Z, them: A me: Scissors, them: Rock value: 3
line 1954: me: Z, them: A me: Scissors, them: Rock value: 3
line 1955: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1956: me: Z, them: A me: Scissors, them: Rock value: 3
line 1957: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1958: me: Z, them: A me: Scissors, them: Rock value: 3
line 1959: me: X, them: C me: Rock, them: Scissors value: 7
line 1960: me: X, them: C me: Rock, them: Scissors value: 7
line 1961: me: X, them: C me: Rock, them: Scissors value: 7
line 1962: me: X, them: C me: Rock, them: Scissors value: 7
line 1963: me: Z, them: A me: Scissors, them: Rock value: 3
line 1964: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1965: me: X, them: C me: Rock, them: Scissors value: 7
line 1966: me: Y, them: B me: Paper, them: Paper value: 5
line 1967: me: Z, them: A me: Scissors, them: Rock value: 3
line 1968: me: Y, them: B me: Paper, them: Paper value: 5
line 1969: me: Y, them: A me: Paper, them: Rock value: 8
line 1970: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1971: me: Z, them: A me: Scissors, them: Rock value: 3
line 1972: me: X, them: C me: Rock, them: Scissors value: 7
line 1973: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1974: me: Y, them: B me: Paper, them: Paper value: 5
line 1975: me: X, them: C me: Rock, them: Scissors value: 7
line 1976: me: Y, them: A me: Paper, them: Rock value: 8
line 1977: me: X, them: B me: Rock, them: Paper value: 1
line 1978: me: Y, them: A me: Paper, them: Rock value: 8
line 1979: me: X, them: B me: Rock, them: Paper value: 1
line 1980: me: Y, them: B me: Paper, them: Paper value: 5
line 1981: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1982: me: Y, them: A me: Paper, them: Rock value: 8
line 1983: me: Y, them: B me: Paper, them: Paper value: 5
line 1984: me: Y, them: A me: Paper, them: Rock value: 8
line 1985: me: Y, them: B me: Paper, them: Paper value: 5
line 1986: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1987: me: X, them: C me: Rock, them: Scissors value: 7
line 1988: me: X, them: C me: Rock, them: Scissors value: 7
line 1989: me: X, them: C me: Rock, them: Scissors value: 7
line 1990: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1991: me: Y, them: B me: Paper, them: Paper value: 5
line 1992: me: Z, them: C me: Scissors, them: Scissors value: 6
line 1993: me: X, them: B me: Rock, them: Paper value: 1
line 1994: me: X, them: C me: Rock, them: Scissors value: 7
line 1995: me: Y, them: A me: Paper, them: Rock value: 8
line 1996: me: X, them: A me: Rock, them: Rock value: 4
line 1997: me: Y, them: B me: Paper, them: Paper value: 5
line 1998: me: Z, them: A me: Scissors, them: Rock value: 3
line 1999: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2000: me: Y, them: A me: Paper, them: Rock value: 8
line 2001: me: Z, them: A me: Scissors, them: Rock value: 3
line 2002: me: X, them: C me: Rock, them: Scissors value: 7
line 2003: me: Y, them: B me: Paper, them: Paper value: 5
line 2004: me: Z, them: A me: Scissors, them: Rock value: 3
line 2005: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2006: me: X, them: C me: Rock, them: Scissors value: 7
line 2007: me: Y, them: C me: Paper, them: Scissors value: 2
line 2008: me: X, them: C me: Rock, them: Scissors value: 7
line 2009: me: Z, them: A me: Scissors, them: Rock value: 3
line 2010: me: Y, them: A me: Paper, them: Rock value: 8
line 2011: me: X, them: C me: Rock, them: Scissors value: 7
line 2012: me: Y, them: A me: Paper, them: Rock value: 8
line 2013: me: X, them: C me: Rock, them: Scissors value: 7
line 2014: me: X, them: C me: Rock, them: Scissors value: 7
line 2015: me: Z, them: A me: Scissors, them: Rock value: 3
line 2016: me: Y, them: B me: Paper, them: Paper value: 5
line 2017: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2018: me: X, them: C me: Rock, them: Scissors value: 7
line 2019: me: X, them: B me: Rock, them: Paper value: 1
line 2020: me: Y, them: B me: Paper, them: Paper value: 5
line 2021: me: Z, them: A me: Scissors, them: Rock value: 3
line 2022: me: Z, them: A me: Scissors, them: Rock value: 3
line 2023: me: X, them: B me: Rock, them: Paper value: 1
line 2024: me: Y, them: B me: Paper, them: Paper value: 5
line 2025: me: X, them: C me: Rock, them: Scissors value: 7
line 2026: me: Y, them: B me: Paper, them: Paper value: 5
line 2027: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2028: me: Y, them: B me: Paper, them: Paper value: 5
line 2029: me: Y, them: C me: Paper, them: Scissors value: 2
line 2030: me: Y, them: B me: Paper, them: Paper value: 5
line 2031: me: X, them: B me: Rock, them: Paper value: 1
line 2032: me: Y, them: B me: Paper, them: Paper value: 5
line 2033: me: Y, them: A me: Paper, them: Rock value: 8
line 2034: me: Y, them: B me: Paper, them: Paper value: 5
line 2035: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2036: me: X, them: B me: Rock, them: Paper value: 1
line 2037: me: Y, them: B me: Paper, them: Paper value: 5
line 2038: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2039: me: Z, them: A me: Scissors, them: Rock value: 3
line 2040: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2041: me: X, them: B me: Rock, them: Paper value: 1
line 2042: me: Y, them: A me: Paper, them: Rock value: 8
line 2043: me: X, them: B me: Rock, them: Paper value: 1
line 2044: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2045: me: Y, them: B me: Paper, them: Paper value: 5
line 2046: me: Y, them: A me: Paper, them: Rock value: 8
line 2047: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2048: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2049: me: Y, them: C me: Paper, them: Scissors value: 2
line 2050: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2051: me: Y, them: A me: Paper, them: Rock value: 8
line 2052: me: X, them: C me: Rock, them: Scissors value: 7
line 2053: me: Y, them: A me: Paper, them: Rock value: 8
line 2054: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2055: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2056: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2057: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2058: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2059: me: X, them: C me: Rock, them: Scissors value: 7
line 2060: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2061: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2062: me: Y, them: B me: Paper, them: Paper value: 5
line 2063: me: X, them: C me: Rock, them: Scissors value: 7
line 2064: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2065: me: X, them: B me: Rock, them: Paper value: 1
line 2066: me: X, them: C me: Rock, them: Scissors value: 7
line 2067: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2068: me: X, them: C me: Rock, them: Scissors value: 7
line 2069: me: Z, them: A me: Scissors, them: Rock value: 3
line 2070: me: X, them: C me: Rock, them: Scissors value: 7
line 2071: me: X, them: C me: Rock, them: Scissors value: 7
line 2072: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2073: me: X, them: C me: Rock, them: Scissors value: 7
line 2074: me: X, them: C me: Rock, them: Scissors value: 7
line 2075: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2076: me: Z, them: A me: Scissors, them: Rock value: 3
line 2077: me: X, them: B me: Rock, them: Paper value: 1
line 2078: me: Y, them: B me: Paper, them: Paper value: 5
line 2079: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2080: me: Z, them: A me: Scissors, them: Rock value: 3
line 2081: me: X, them: C me: Rock, them: Scissors value: 7
line 2082: me: X, them: B me: Rock, them: Paper value: 1
line 2083: me: Y, them: B me: Paper, them: Paper value: 5
line 2084: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2085: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2086: me: Y, them: A me: Paper, them: Rock value: 8
line 2087: me: X, them: C me: Rock, them: Scissors value: 7
line 2088: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2089: me: X, them: C me: Rock, them: Scissors value: 7
line 2090: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2091: me: Y, them: B me: Paper, them: Paper value: 5
line 2092: me: X, them: C me: Rock, them: Scissors value: 7
line 2093: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2094: me: X, them: C me: Rock, them: Scissors value: 7
line 2095: me: X, them: C me: Rock, them: Scissors value: 7
line 2096: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2097: me: X, them: C me: Rock, them: Scissors value: 7
line 2098: me: X, them: B me: Rock, them: Paper value: 1
line 2099: me: X, them: C me: Rock, them: Scissors value: 7
line 2100: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2101: me: Y, them: A me: Paper, them: Rock value: 8
line 2102: me: Y, them: A me: Paper, them: Rock value: 8
line 2103: me: Y, them: A me: Paper, them: Rock value: 8
line 2104: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2105: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2106: me: X, them: B me: Rock, them: Paper value: 1
line 2107: me: X, them: C me: Rock, them: Scissors value: 7
line 2108: me: Z, them: A me: Scissors, them: Rock value: 3
line 2109: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2110: me: X, them: C me: Rock, them: Scissors value: 7
line 2111: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2112: me: X, them: B me: Rock, them: Paper value: 1
line 2113: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2114: me: Z, them: B me: Scissors, them: Paper value: 9
line 2115: me: X, them: C me: Rock, them: Scissors value: 7
line 2116: me: Y, them: A me: Paper, them: Rock value: 8
line 2117: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2118: me: Y, them: A me: Paper, them: Rock value: 8
line 2119: me: X, them: C me: Rock, them: Scissors value: 7
line 2120: me: Y, them: B me: Paper, them: Paper value: 5
line 2121: me: Y, them: B me: Paper, them: Paper value: 5
line 2122: me: Z, them: A me: Scissors, them: Rock value: 3
line 2123: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2124: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2125: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2126: me: Z, them: A me: Scissors, them: Rock value: 3
line 2127: me: X, them: C me: Rock, them: Scissors value: 7
line 2128: me: Y, them: A me: Paper, them: Rock value: 8
line 2129: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2130: me: Y, them: A me: Paper, them: Rock value: 8
line 2131: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2132: me: Z, them: A me: Scissors, them: Rock value: 3
line 2133: me: Z, them: A me: Scissors, them: Rock value: 3
line 2134: me: Y, them: B me: Paper, them: Paper value: 5
line 2135: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2136: me: Z, them: A me: Scissors, them: Rock value: 3
line 2137: me: X, them: C me: Rock, them: Scissors value: 7
line 2138: me: Y, them: A me: Paper, them: Rock value: 8
line 2139: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2140: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2141: me: X, them: C me: Rock, them: Scissors value: 7
line 2142: me: X, them: C me: Rock, them: Scissors value: 7
line 2143: me: X, them: C me: Rock, them: Scissors value: 7
line 2144: me: X, them: A me: Rock, them: Rock value: 4
line 2145: me: Z, them: B me: Scissors, them: Paper value: 9
line 2146: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2147: me: X, them: C me: Rock, them: Scissors value: 7
line 2148: me: Y, them: A me: Paper, them: Rock value: 8
line 2149: me: Z, them: A me: Scissors, them: Rock value: 3
line 2150: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2151: me: X, them: B me: Rock, them: Paper value: 1
line 2152: me: Y, them: B me: Paper, them: Paper value: 5
line 2153: me: X, them: C me: Rock, them: Scissors value: 7
line 2154: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2155: me: X, them: B me: Rock, them: Paper value: 1
line 2156: me: Y, them: B me: Paper, them: Paper value: 5
line 2157: me: X, them: C me: Rock, them: Scissors value: 7
line 2158: me: X, them: B me: Rock, them: Paper value: 1
line 2159: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2160: me: X, them: C me: Rock, them: Scissors value: 7
line 2161: me: X, them: C me: Rock, them: Scissors value: 7
line 2162: me: X, them: C me: Rock, them: Scissors value: 7
line 2163: me: X, them: C me: Rock, them: Scissors value: 7
line 2164: me: Y, them: A me: Paper, them: Rock value: 8
line 2165: me: Z, them: A me: Scissors, them: Rock value: 3
line 2166: me: Y, them: A me: Paper, them: Rock value: 8
line 2167: me: Y, them: B me: Paper, them: Paper value: 5
line 2168: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2169: me: Y, them: B me: Paper, them: Paper value: 5
line 2170: me: Y, them: B me: Paper, them: Paper value: 5
line 2171: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2172: me: X, them: A me: Rock, them: Rock value: 4
line 2173: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2174: me: X, them: B me: Rock, them: Paper value: 1
line 2175: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2176: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2177: me: Z, them: A me: Scissors, them: Rock value: 3
line 2178: me: Y, them: B me: Paper, them: Paper value: 5
line 2179: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2180: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2181: me: Y, them: A me: Paper, them: Rock value: 8
line 2182: me: Z, them: A me: Scissors, them: Rock value: 3
line 2183: me: Z, them: A me: Scissors, them: Rock value: 3
line 2184: me: Z, them: A me: Scissors, them: Rock value: 3
line 2185: me: X, them: B me: Rock, them: Paper value: 1
line 2186: me: X, them: C me: Rock, them: Scissors value: 7
line 2187: me: X, them: C me: Rock, them: Scissors value: 7
line 2188: me: Y, them: B me: Paper, them: Paper value: 5
line 2189: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2190: me: X, them: C me: Rock, them: Scissors value: 7
line 2191: me: Y, them: B me: Paper, them: Paper value: 5
line 2192: me: Y, them: A me: Paper, them: Rock value: 8
line 2193: me: X, them: C me: Rock, them: Scissors value: 7
line 2194: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2195: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2196: me: X, them: C me: Rock, them: Scissors value: 7
line 2197: me: Y, them: C me: Paper, them: Scissors value: 2
line 2198: me: Y, them: A me: Paper, them: Rock value: 8
line 2199: me: Z, them: A me: Scissors, them: Rock value: 3
line 2200: me: X, them: C me: Rock, them: Scissors value: 7
line 2201: me: X, them: C me: Rock, them: Scissors value: 7
line 2202: me: Z, them: A me: Scissors, them: Rock value: 3
line 2203: me: X, them: B me: Rock, them: Paper value: 1
line 2204: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2205: me: X, them: A me: Rock, them: Rock value: 4
line 2206: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2207: me: X, them: C me: Rock, them: Scissors value: 7
line 2208: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2209: me: X, them: A me: Rock, them: Rock value: 4
line 2210: me: Z, them: A me: Scissors, them: Rock value: 3
line 2211: me: X, them: C me: Rock, them: Scissors value: 7
line 2212: me: Y, them: B me: Paper, them: Paper value: 5
line 2213: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2214: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2215: me: X, them: B me: Rock, them: Paper value: 1
line 2216: me: Y, them: A me: Paper, them: Rock value: 8
line 2217: me: Y, them: B me: Paper, them: Paper value: 5
line 2218: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2219: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2220: me: Z, them: A me: Scissors, them: Rock value: 3
line 2221: me: Y, them: A me: Paper, them: Rock value: 8
line 2222: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2223: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2224: me: X, them: A me: Rock, them: Rock value: 4
line 2225: me: Y, them: B me: Paper, them: Paper value: 5
line 2226: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2227: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2228: me: Y, them: B me: Paper, them: Paper value: 5
line 2229: me: X, them: C me: Rock, them: Scissors value: 7
line 2230: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2231: me: X, them: B me: Rock, them: Paper value: 1
line 2232: me: Y, them: B me: Paper, them: Paper value: 5
line 2233: me: Z, them: A me: Scissors, them: Rock value: 3
line 2234: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2235: me: X, them: C me: Rock, them: Scissors value: 7
line 2236: me: X, them: C me: Rock, them: Scissors value: 7
line 2237: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2238: me: Z, them: B me: Scissors, them: Paper value: 9
line 2239: me: Y, them: B me: Paper, them: Paper value: 5
line 2240: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2241: me: X, them: C me: Rock, them: Scissors value: 7
line 2242: me: Y, them: A me: Paper, them: Rock value: 8
line 2243: me: X, them: C me: Rock, them: Scissors value: 7
line 2244: me: Y, them: A me: Paper, them: Rock value: 8
line 2245: me: Z, them: A me: Scissors, them: Rock value: 3
line 2246: me: Y, them: B me: Paper, them: Paper value: 5
line 2247: me: X, them: B me: Rock, them: Paper value: 1
line 2248: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2249: me: Z, them: A me: Scissors, them: Rock value: 3
line 2250: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2251: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2252: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2253: me: Y, them: A me: Paper, them: Rock value: 8
line 2254: me: Y, them: B me: Paper, them: Paper value: 5
line 2255: me: Z, them: A me: Scissors, them: Rock value: 3
line 2256: me: Y, them: B me: Paper, them: Paper value: 5
line 2257: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2258: me: X, them: C me: Rock, them: Scissors value: 7
line 2259: me: Y, them: B me: Paper, them: Paper value: 5
line 2260: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2261: me: Y, them: A me: Paper, them: Rock value: 8
line 2262: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2263: me: Z, them: A me: Scissors, them: Rock value: 3
line 2264: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2265: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2266: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2267: me: Z, them: A me: Scissors, them: Rock value: 3
line 2268: me: X, them: C me: Rock, them: Scissors value: 7
line 2269: me: Y, them: B me: Paper, them: Paper value: 5
line 2270: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2271: me: Z, them: A me: Scissors, them: Rock value: 3
line 2272: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2273: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2274: me: Z, them: A me: Scissors, them: Rock value: 3
line 2275: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2276: me: X, them: C me: Rock, them: Scissors value: 7
line 2277: me: Z, them: B me: Scissors, them: Paper value: 9
line 2278: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2279: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2280: me: Z, them: A me: Scissors, them: Rock value: 3
line 2281: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2282: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2283: me: Y, them: B me: Paper, them: Paper value: 5
line 2284: me: X, them: B me: Rock, them: Paper value: 1
line 2285: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2286: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2287: me: Y, them: B me: Paper, them: Paper value: 5
line 2288: me: Y, them: A me: Paper, them: Rock value: 8
line 2289: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2290: me: Z, them: A me: Scissors, them: Rock value: 3
line 2291: me: Z, them: A me: Scissors, them: Rock value: 3
line 2292: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2293: me: X, them: C me: Rock, them: Scissors value: 7
line 2294: me: X, them: C me: Rock, them: Scissors value: 7
line 2295: me: X, them: B me: Rock, them: Paper value: 1
line 2296: me: X, them: C me: Rock, them: Scissors value: 7
line 2297: me: Y, them: A me: Paper, them: Rock value: 8
line 2298: me: X, them: B me: Rock, them: Paper value: 1
line 2299: me: Y, them: A me: Paper, them: Rock value: 8
line 2300: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2301: me: X, them: C me: Rock, them: Scissors value: 7
line 2302: me: Y, them: B me: Paper, them: Paper value: 5
line 2303: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2304: me: X, them: C me: Rock, them: Scissors value: 7
line 2305: me: X, them: C me: Rock, them: Scissors value: 7
line 2306: me: X, them: C me: Rock, them: Scissors value: 7
line 2307: me: X, them: B me: Rock, them: Paper value: 1
line 2308: me: Z, them: B me: Scissors, them: Paper value: 9
line 2309: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2310: me: Y, them: B me: Paper, them: Paper value: 5
line 2311: me: X, them: C me: Rock, them: Scissors value: 7
line 2312: me: Z, them: A me: Scissors, them: Rock value: 3
line 2313: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2314: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2315: me: Z, them: A me: Scissors, them: Rock value: 3
line 2316: me: Z, them: A me: Scissors, them: Rock value: 3
line 2317: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2318: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2319: me: Z, them: A me: Scissors, them: Rock value: 3
line 2320: me: Z, them: A me: Scissors, them: Rock value: 3
line 2321: me: Z, them: A me: Scissors, them: Rock value: 3
line 2322: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2323: me: Z, them: A me: Scissors, them: Rock value: 3
line 2324: me: Y, them: C me: Paper, them: Scissors value: 2
line 2325: me: Z, them: A me: Scissors, them: Rock value: 3
line 2326: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2327: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2328: me: X, them: C me: Rock, them: Scissors value: 7
line 2329: me: X, them: C me: Rock, them: Scissors value: 7
line 2330: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2331: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2332: me: Z, them: A me: Scissors, them: Rock value: 3
line 2333: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2334: me: Z, them: A me: Scissors, them: Rock value: 3
line 2335: me: X, them: C me: Rock, them: Scissors value: 7
line 2336: me: X, them: C me: Rock, them: Scissors value: 7
line 2337: me: X, them: C me: Rock, them: Scissors value: 7
line 2338: me: Y, them: A me: Paper, them: Rock value: 8
line 2339: me: Z, them: A me: Scissors, them: Rock value: 3
line 2340: me: Z, them: A me: Scissors, them: Rock value: 3
line 2341: me: Y, them: A me: Paper, them: Rock value: 8
line 2342: me: X, them: B me: Rock, them: Paper value: 1
line 2343: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2344: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2345: me: X, them: B me: Rock, them: Paper value: 1
line 2346: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2347: me: X, them: C me: Rock, them: Scissors value: 7
line 2348: me: Y, them: B me: Paper, them: Paper value: 5
line 2349: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2350: me: X, them: C me: Rock, them: Scissors value: 7
line 2351: me: X, them: C me: Rock, them: Scissors value: 7
line 2352: me: Y, them: B me: Paper, them: Paper value: 5
line 2353: me: Y, them: B me: Paper, them: Paper value: 5
line 2354: me: Y, them: A me: Paper, them: Rock value: 8
line 2355: me: Z, them: A me: Scissors, them: Rock value: 3
line 2356: me: X, them: B me: Rock, them: Paper value: 1
line 2357: me: X, them: C me: Rock, them: Scissors value: 7
line 2358: me: Y, them: B me: Paper, them: Paper value: 5
line 2359: me: Y, them: B me: Paper, them: Paper value: 5
line 2360: me: Y, them: B me: Paper, them: Paper value: 5
line 2361: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2362: me: X, them: C me: Rock, them: Scissors value: 7
line 2363: me: X, them: C me: Rock, them: Scissors value: 7
line 2364: me: Y, them: A me: Paper, them: Rock value: 8
line 2365: me: Z, them: B me: Scissors, them: Paper value: 9
line 2366: me: Z, them: A me: Scissors, them: Rock value: 3
line 2367: me: Z, them: A me: Scissors, them: Rock value: 3
line 2368: me: X, them: B me: Rock, them: Paper value: 1
line 2369: me: X, them: C me: Rock, them: Scissors value: 7
line 2370: me: Y, them: A me: Paper, them: Rock value: 8
line 2371: me: X, them: C me: Rock, them: Scissors value: 7
line 2372: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2373: me: X, them: C me: Rock, them: Scissors value: 7
line 2374: me: Y, them: A me: Paper, them: Rock value: 8
line 2375: me: Z, them: A me: Scissors, them: Rock value: 3
line 2376: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2377: me: Z, them: A me: Scissors, them: Rock value: 3
line 2378: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2379: me: X, them: C me: Rock, them: Scissors value: 7
line 2380: me: X, them: C me: Rock, them: Scissors value: 7
line 2381: me: Z, them: A me: Scissors, them: Rock value: 3
line 2382: me: X, them: B me: Rock, them: Paper value: 1
line 2383: me: X, them: B me: Rock, them: Paper value: 1
line 2384: me: Y, them: B me: Paper, them: Paper value: 5
line 2385: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2386: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2387: me: X, them: C me: Rock, them: Scissors value: 7
line 2388: me: X, them: C me: Rock, them: Scissors value: 7
